Discovery Facility,Discovery Year,Planet Name
Kepler,2014,Kepler-213 c
Kepler,2014,Kepler-213 b
Kepler,2014,Kepler-297 b
Kepler,2014,Kepler-281 b
Kepler,2014,Kepler-331 b
Kepler,2014,Kepler-320 c
Kepler,2014,Kepler-359 b
Kepler,2014,Kepler-358 c
Kepler,2014,Kepler-358 b
Kepler,2014,Kepler-357 d
Kepler,2014,Kepler-357 c
Kepler,2014,Kepler-357 b
Kepler,2014,Kepler-356 c
Kepler,2014,Kepler-356 b
Kepler,2014,Kepler-355 c
Kepler,2014,Kepler-355 b
Kepler,2014,Kepler-354 d
Kepler,2014,Kepler-354 c
Kepler,2014,Kepler-174 d
Kepler,2014,Kepler-326 b
Kepler,2014,Kepler-178 d
Kepler,2014,Kepler-354 b
Kepler,2014,Kepler-326 c
Kepler,2014,Kepler-326 d
Kepler,2014,Kepler-353 c
Kepler,2014,Kepler-353 b
Kepler,2014,Kepler-178 c
Kepler,2014,Kepler-327 b
Kepler,2014,Kepler-327 c
Kepler,2014,Kepler-178 b
Kepler,2014,Kepler-327 d
Kepler,2014,Kepler-352 c
Kepler,2014,Kepler-352 b
Kepler,2014,Kepler-359 c
Kepler,2014,Kepler-179 b
Kepler,2014,Kepler-179 c
Kepler,2014,Kepler-180 b
Kepler,2014,Kepler-321 c
Kepler,2014,Kepler-365 c
Kepler,2014,Kepler-365 b
Kepler,2014,Kepler-364 c
Kepler,2014,Kepler-364 b
Kepler,2014,Kepler-322 b
Kepler,2014,Kepler-344 b
Kepler,2014,Kepler-323 b
Kepler,2014,Kepler-323 c
Kepler,2014,Kepler-324 b
Kepler,2014,Kepler-324 c
Kepler,2014,Kepler-325 b
Kepler,2014,Kepler-363 d
Kepler,2014,Kepler-325 d
Kepler,2014,Kepler-363 c
Kepler,2014,Kepler-363 b
Kepler,2014,Kepler-362 c
Kepler,2014,Kepler-362 b
Kepler,2014,Kepler-361 c
Kepler,2014,Kepler-361 b
Kepler,2014,Kepler-360 c
Kepler,2014,Kepler-360 b
Kepler,2014,Kepler-174 b
Kepler,2014,Kepler-174 c
Kepler,2014,Kepler-359 d
Kepler,2014,Kepler-325 c
Kepler,2014,Kepler-171 c
Kepler,2014,Kepler-329 b
Kepler,2014,Kepler-329 c
Kepler,2014,Kepler-341 d
Kepler,2014,Kepler-338 e
Kepler,2014,Kepler-175 c
Kepler,2014,Kepler-339 b
Kepler,2014,Kepler-339 c
Kepler,2014,Kepler-339 d
Kepler,2014,Kepler-176 b
Kepler,2014,Kepler-340 b
Kepler,2014,Kepler-340 c
Kepler,2014,Kepler-341 b
Kepler,2014,Kepler-176 c
Kepler,2014,Kepler-347 c
Kepler,2014,Kepler-341 c
Kepler,2014,Kepler-341 e
Kepler,2014,Kepler-338 c
Kepler,2014,Kepler-342 b
Kepler,2014,Kepler-347 b
Kepler,2014,Kepler-342 c
Kepler,2014,Kepler-346 c
Kepler,2014,Kepler-346 b
Kepler,2014,Kepler-345 c
Kepler,2014,Kepler-342 d
Kepler,2014,Kepler-171 d
Kepler,2014,Kepler-343 b
Kepler,2014,Kepler-345 b
Kepler,2014,Kepler-176 d
Kepler,2014,Kepler-344 c
Kepler,2014,Kepler-338 d
Kepler,2014,Kepler-338 b
Kepler,2014,Kepler-351 c
Kepler,2014,Kepler-332 c
Kepler,2014,Kepler-351 b
Kepler,2014,Kepler-172 e
Kepler,2014,Kepler-350 b
Kepler,2014,Kepler-175 b
Kepler,2014,Kepler-349 c
Kepler,2014,Kepler-330 b
Kepler,2014,Kepler-330 c
Kepler,2014,Kepler-349 b
Kepler,2014,Kepler-348 c
Kepler,2014,Kepler-331 c
Kepler,2014,Kepler-331 d
Kepler,2014,Kepler-332 b
Kepler,2014,Kepler-332 d
Kepler,2014,Kepler-337 c
Kepler,2014,Kepler-333 b
Kepler,2014,Kepler-333 c
Kepler,2014,Kepler-334 b
Kepler,2014,Kepler-334 c
Kepler,2014,Kepler-334 d
Kepler,2014,Kepler-335 b
Kepler,2014,Kepler-348 b
Kepler,2014,Kepler-335 c
Kepler,2014,Kepler-336 b
Kepler,2014,Kepler-336 c
Kepler,2014,Kepler-336 d
Kepler,2014,Kepler-337 b
Kepler,2014,Kepler-321 b
Kepler,2014,Kepler-322 c
Kepler,2014,Kepler-320 b
Kepler,2014,Kepler-308 b
Kepler,2014,Kepler-375 c
Kepler,2014,Kepler-375 b
Kepler,2014,Kepler-186 d
Kepler,2014,Kepler-374 d
Kepler,2014,Kepler-305 d
Kepler,2014,Kepler-118 c
Kepler,2014,Kepler-374 c
Kepler,2014,Kepler-306 b
Kepler,2014,Kepler-306 c
Kepler,2014,Kepler-306 d
Kepler,2014,Kepler-306 e
Kepler,2014,Kepler-374 b
Kepler,2014,Kepler-373 c
Kepler,2014,Kepler-308 c
Kepler,2014,Kepler-376 b
Kepler,2014,Kepler-309 b
Kepler,2014,Kepler-186 c
Kepler,2014,Kepler-186 b
Kepler,2014,Kepler-373 b
Kepler,2014,Kepler-372 d
Kepler,2014,Kepler-372 c
Kepler,2014,Kepler-309 c
Kepler,2014,Kepler-372 b
Kepler,2014,Kepler-180 c
Kepler,2014,Kepler-31 d
Kepler,2014,Kepler-310 b
Kepler,2014,Kepler-310 c
Kepler,2014,Kepler-310 d
Kepler,2014,Kepler-102 b
Kepler,2014,Kepler-304 d
Kepler,2014,Kepler-311 c
Kepler,2014,Kepler-377 c
Kepler,2014,Kepler-297 c
Kepler,2014,Kepler-298 b
Kepler,2014,Kepler-298 c
Kepler,2014,Kepler-298 d
Kepler,2014,Kepler-299 b
Kepler,2014,Kepler-299 c
Kepler,2014,Kepler-299 d
Kepler,2014,Kepler-378 c
Kepler,2014,Kepler-378 b
Kepler,2014,Kepler-299 e
Kepler,2014,Kepler-188 b
Kepler,2014,Kepler-187 c
Kepler,2014,Kepler-187 b
Kepler,2014,Kepler-377 b
Kepler,2014,Kepler-304 c
Kepler,2014,Kepler-300 b
Kepler,2014,Kepler-300 c
Kepler,2014,Kepler-186 f
Kepler,2014,Kepler-186 e
Kepler,2014,Kepler-301 b
Kepler,2014,Kepler-301 c
Kepler,2014,Kepler-301 d
Kepler,2014,Kepler-302 b
Kepler,2014,Kepler-302 c
Kepler,2014,Kepler-303 b
Kepler,2014,Kepler-376 c
Kepler,2014,Kepler-303 c
Kepler,2014,Kepler-304 b
Kepler,2014,Kepler-311 b
Kepler,2014,Kepler-371 c
Kepler,2014,Kepler-317 b
Kepler,2014,Kepler-366 c
Kepler,2014,Kepler-184 c
Kepler,2014,Kepler-316 b
Kepler,2014,Kepler-316 c
Kepler,2014,Kepler-317 c
Kepler,2014,Kepler-318 b
Kepler,2014,Kepler-369 c
Kepler,2014,Kepler-369 b
Kepler,2014,Kepler-368 c
Kepler,2014,Kepler-368 b
Kepler,2014,Kepler-367 c
Kepler,2014,Kepler-367 b
Kepler,2014,Kepler-366 b
Kepler,2014,Kepler-315 c
Kepler,2014,Kepler-318 c
Kepler,2014,Kepler-319 b
Kepler,2014,Kepler-319 c
Kepler,2014,Kepler-319 d
Kepler,2014,Kepler-184 b
Kepler,2014,Kepler-183 c
Kepler,2014,Kepler-183 b
Kepler,2014,Kepler-182 c
Kepler,2014,Kepler-182 b
Kepler,2014,Kepler-181 c
Kepler,2014,Kepler-181 b
Kepler,2014,Kepler-37 e
Kepler,2014,Kepler-343 c
Kepler,2014,Kepler-312 c
Kepler,2014,Kepler-314 b
Kepler,2014,Kepler-370 c
Kepler,2014,Kepler-371 b
Kepler,2014,Kepler-313 b
Kepler,2014,Kepler-313 c
Kepler,2014,Kepler-185 b
Kepler,2014,Kepler-184 d
Kepler,2014,Kepler-370 b
Kepler,2014,Kepler-312 b
Kepler,2014,Kepler-314 c
Kepler,2014,Kepler-185 c
Kepler,2014,Kepler-315 b
Kepler,2013,Kepler-102 e
Kepler,2013,Kepler-1704 b
SuperWASP,2013,WASP-8 c
Kepler,2013,Kepler-396 c
Kepler,2013,Kepler-350 d
Haute-Provence Observatory,2013,HD 159243 c
Kepler,2013,Kepler-77 b
Haute-Provence Observatory,2013,HD 13908 c
Las Campanas Observatory,2013,HD 106906 b
Kepler,2013,Kepler-91 b
Kepler,2013,Kepler-396 b
Kepler,2013,Kepler-238 e
Kepler,2013,Kepler-350 c
Haute-Provence Observatory,2013,HD 13908 b
Kepler,2013,Kepler-92 b
Paranal Observatory,2013,2MASS J01033563-5515561 AB b
Okayama Astrophysical Observatory,2013,HD 2952 b
Kepler,2013,Kepler-411 b
SuperWASP,2013,WASP-65 b
Kepler,2013,Kepler-92 c
Kepler,2013,Kepler-37 d
SuperWASP,2013,WASP-75 b
Kepler,2013,Kepler-78 b
Haute-Provence Observatory,2013,HD 159243 b
Kepler,2013,Kepler-37 c
Kepler,2013,Kepler-37 b
McDonald Observatory,2013,HD 233604 b
La Silla Observatory,2013,HD 109271 c
La Silla Observatory,2013,HD 109271 b
Lick Observatory,2013,tau Gem b
Kepler,2013,Kepler-410 A b
W. M. Keck Observatory,2013,2MASS J01225093-2439505 b
Fred Lawrence Whipple Observatory,2013,HD 285507 b
Haute-Provence Observatory,2013,HD 113337 b
Okayama Astrophysical Observatory,2013,HD 120084 b
Kepler,2013,Kepler-238 f
Kepler,2013,Kepler-105 b
La Silla Observatory,2013,HD 103774 b
Kepler,2013,Kepler-66 b
La Silla Observatory,2013,GJ 163 d
La Silla Observatory,2013,GJ 163 c
La Silla Observatory,2013,GJ 163 b
Kepler,2013,Kepler-63 b
La Silla Observatory,2013,POTS-1 b
Kepler,2013,PH2 b
KELT,2013,KELT-3 b
Haute-Provence Observatory,2013,HIP 91258 b
Multiple Observatories,2013,HIP 63242 b
Kepler,2013,Kepler-76 b
Paranal Observatory,2013,DENIS-P J082303.1-491201 b
CoRoT,2013,CoRoT-26 b
Kepler,2013,KOI-351 h
Kepler,2013,KOI-142 b
Kepler,2013,KOI-142 c
Kepler,2013,Kepler-114 d
Kepler,2013,Kepler-114 c
CoRoT,2013,CoRoT-25 b
Kepler,2013,KOI-351 b
Kepler,2013,KOI-351 c
Kepler,2013,KOI-351 d
Kepler,2013,Kepler-67 b
Kepler,2013,KOI-351 e
Kepler,2013,KOI-351 f
Kepler,2013,Kepler-62 f
Kepler,2013,Kepler-62 e
Kepler,2013,Kepler-62 d
Kepler,2013,Kepler-62 c
Kepler,2013,Kepler-145 c
Kepler,2013,Kepler-145 b
La Silla Observatory,2013,GJ 667 C e
La Silla Observatory,2013,GJ 667 C f
La Silla Observatory,2013,GJ 667 C g
Kepler,2013,Kepler-305 b
Kepler,2013,Kepler-305 c
Kepler,2013,Kepler-307 b
Kepler,2013,Kepler-307 c
Kepler,2013,Kepler-282 e
Multiple Observatories,2013,ROXs 42 B b
W. M. Keck Observatory,2013,ROXs 12 b
McDonald Observatory,2013,GJ 328 b
Kepler,2013,Kepler-282 d
Kepler,2013,Kepler-87 c
Kepler,2013,Kepler-279 d
Kepler,2013,Kepler-279 c
Kepler,2013,Kepler-61 b
Kepler,2013,Kepler-277 c
Kepler,2013,Kepler-277 b
Kepler,2013,Kepler-276 d
Kepler,2013,Kepler-276 c
Kepler,2013,Kepler-62 b
Kepler,2013,KOI-351 g
Kepler,2013,Kepler-87 b
Kepler,2013,Kepler-128 c
HATSouth,2013,HATS-2 b
La Silla Observatory,2013,HD 40307 f
Kepler,2013,Kepler-328 c
McDonald Observatory,2013,BD+15 2940 b
La Silla Observatory,2013,HD 40307 g
Kepler,2013,Kepler-177 c
Kepler,2013,Kepler-177 b
Lick Observatory,2013,91 Aqr b
Kepler,2013,Kepler-128 b
La Silla Observatory,2013,BD-06 1339 b
Subaru Telescope,2013,GJ 504 b
Okayama Astrophysical Observatory,2013,ome Ser b
HATSouth,2013,HATS-3 b
La Silla Observatory,2013,HD 65216 c
Kepler,2013,Kepler-74 b
Kepler,2013,Kepler-75 b
MOA,2013,MOA-2011-BLG-322L b
Kepler,2013,Kepler-328 b
MOA,2013,MOA-2010-BLG-328L b
Kepler,2013,Kepler-69 c
Kepler,2013,Kepler-68 b
Kepler,2013,Kepler-68 c
Kepler,2013,KOI-94 e
W. M. Keck Observatory,2013,Kepler-68 d
Kepler,2013,KOI-94 d
La Silla Observatory,2013,BD-06 1339 c
Paranal Observatory,2013,HD 95086 b
Kepler,2013,KOI-94 b
OGLE,2013,OGLE-2012-BLG-0358L b
MOA,2013,MOA-2008-BLG-379L b
OGLE,2013,OGLE-2012-BLG-0406L b
Kepler,2013,Kepler-69 b
Kepler,2013,KOI-94 c
SuperWASP,2012,WASP-64 b
SuperWASP,2012,WASP-57 b
Leoncito Astronomical Complex,2012,RR Cae b
MOA,2012,MOA-2010-BLG-477L b
SuperWASP,2012,WASP-66 b
SuperWASP,2012,WASP-67 b
MOA,2012,MOA-2011-BLG-293L b
La Silla Observatory,2012,GJ 676 A e
SuperWASP,2012,WASP-52 b
SuperWASP,2012,WASP-63 b
La Silla Observatory,2012,GJ 3470 b
SuperWASP,2012,WASP-58 b
SuperWASP,2012,WASP-54 b
SuperWASP,2012,WASP-62 b
SuperWASP,2012,WASP-55 b
La Silla Observatory,2012,GJ 676 A d
La Silla Observatory,2012,HD 106515 A b
Anglo-Australian Telescope,2012,HD 159868 c
MOA,2012,MOA-2010-BLG-073L b
La Silla Observatory,2012,HD 166724 b
SuperWASP,2012,WASP-56 b
SuperWASP,2012,WASP-61 b
SuperWASP,2012,WASP-60 b
SuperWASP,2012,WASP-59 b
United Kingdom Infrared Telescope,2012,WTS-1 b
CoRoT,2012,CoRoT-21 b
Kepler,2012,Kepler-21 b
W. M. Keck Observatory,2012,WISEP J121756.91+162640.2 A b
SuperWASP,2012,WASP-80 b
OGLE,2012,OGLE-2012-BLG-0026L c
OGLE,2012,OGLE-2012-BLG-0026L b
OGLE,2012,OGLE-2011-BLG-0251L b
HATNet,2012,HAT-P-42 b
HATNet,2012,HAT-P-41 b
HATSouth,2012,HATS-1 b
HATNet,2012,HAT-P-40 b
HATNet,2012,HAT-P-39 b
HATNet,2012,HAT-P-38 b
SuperWASP,2012,WASP-79 b
Kepler,2012,PH1 b
Anglo-Australian Telescope,2012,HD 142 c
SuperWASP,2012,WASP-78 b
SuperWASP,2012,WASP-77 A b
McDonald Observatory,2012,BD+20 274 b
Fred Lawrence Whipple Observatory,2012,Pr0201 b
Fred Lawrence Whipple Observatory,2012,Pr0211 b
Okayama Astrophysical Observatory,2012,75 Cet b
Haute-Provence Observatory,2012,HD 150706 b
Okayama Astrophysical Observatory,2012,nu Oph b
Okayama Astrophysical Observatory,2012,nu Oph c
Subaru Telescope,2012,kap And b
SuperWASP,2012,WASP-72 b
SuperWASP,2012,WASP-71 b
MOA,2012,MOA-bin-1L b
Okayama Astrophysical Observatory,2012,omi CrB b
Bohyunsan Optical Astronomical Observatory,2012,eps CrB b
Okayama Astrophysical Observatory,2012,omi UMa b
HATNet,2012,HAT-P-43 b
Kepler,2012,Kepler-38 b
Bohyunsan Optical Astronomical Observatory,2012,HD 220074 b
Kepler,2012,Kepler-81 c
Kepler,2012,Kepler-50 c
Kepler,2012,Kepler-50 b
Kepler,2012,Kepler-32 f
Kepler,2012,Kepler-49 c
Kepler,2012,Kepler-57 c
Kepler,2012,Kepler-58 b
Kepler,2012,Kepler-49 b
Kepler,2012,Kepler-58 c
Bohyunsan Optical Astronomical Observatory,2012,HD 208527 b
Kepler,2012,Kepler-82 b
Kepler,2012,Kepler-82 c
Kepler,2012,Kepler-48 c
Kepler,2012,Kepler-59 b
Kepler,2012,Kepler-59 c
W. M. Keck Observatory,2012,HD 207832 c
W. M. Keck Observatory,2012,HD 207832 b
Kepler,2012,Kepler-48 b
Kepler,2012,Kepler-60 b
Kepler,2012,Kepler-60 c
Multiple Observatories,2012,HD 37605 c
Kepler,2012,Kepler-60 d
Kepler,2012,Kepler-83 b
McDonald Observatory,2012,HW Vir b
Kepler,2012,Kepler-83 c
Multiple Observatories,2012,HD 4732 b
Kepler,2012,Kepler-32 e
Kepler,2012,Kepler-32 d
Okayama Astrophysical Observatory,2012,HD 5608 b
Kepler,2012,Kepler-81 b
Kepler,2012,Kepler-55 c
Kepler,2012,Kepler-30 d
Kepler,2012,Kepler-79 b
Kepler,2012,Kepler-54 c
Kepler,2012,Kepler-79 c
Kepler,2012,Kepler-30 c
Kepler,2012,Kepler-54 b
Kepler,2012,Kepler-53 c
Kepler,2012,Kepler-53 b
La Silla Observatory,2012,HD 220689 b
Kepler,2012,Kepler-30 b
McDonald Observatory,2012,HD 219415 b
Kepler,2012,Kepler-56 b
Kepler,2012,Kepler-56 c
Kepler,2012,Kepler-80 b
Kepler,2012,Kepler-80 c
La Silla Observatory,2012,HD 219077 b
Kepler,2012,Kepler-52 c
Kepler,2012,Kepler-52 b
La Silla Observatory,2012,HD 27631 b
KELT,2012,KELT-1 b
KELT,2012,KELT-2 A b
Kepler,2012,Kepler-51 c
Kepler,2012,Kepler-51 b
Kepler,2012,Kepler-57 b
Multiple Observatories,2012,HD 4732 c
Kepler,2012,Kepler-55 b
Kepler,2012,Kepler-85 b
Kepler,2012,Kepler-65 b
Kepler,2012,Kepler-84 c
SuperWASP,2012,WASP-42 b
SuperWASP,2012,WASP-49 b
La Silla Observatory,2012,HD 77338 b
Kepler,2012,Kepler-84 b
SuperWASP,2012,WASP-41 b
La Silla Observatory,2012,HD 98649 b
La Silla Observatory,2012,HD 196067 b
Kepler,2012,Kepler-65 c
McDonald Observatory,2012,HD 197037 b
Kepler,2012,Kepler-36 b
Kepler,2012,Kepler-36 c
SuperWASP,2012,WASP-47 b
Kepler,2012,Kepler-47 b
Kepler,2012,Kepler-46 c
Kepler,2012,Kepler-47 c
Kepler,2012,Kepler-46 b
Kepler,2012,Kepler-85 c
Bohyunsan Optical Astronomical Observatory,2012,HD 66141 b
Kepler,2012,Kepler-65 d
W. M. Keck Observatory,2011,HIP 57274 d
La Silla Observatory,2011,GJ 667 C b
La Silla Observatory,2011,GJ 667 C c
W. M. Keck Observatory,2011,HD 108863 b
Multiple Observatories,2011,NY Vir b
La Silla Observatory,2011,HD 85512 b
HATNet,2011,HAT-P-37 b
W. M. Keck Observatory,2011,HD 5891 b
W. M. Keck Observatory,2011,HIP 57274 c
Spitzer Space Telescope,2011,WD 0806-661 b
Kepler,2011,Kepler-20 d
Kepler,2011,Kepler-20 e
W. M. Keck Observatory,2011,HD 96063 b
McDonald Observatory,2011,HD 96127 b
La Silla Observatory,2011,GJ 433 b
Kepler,2011,Kepler-26 c
Kepler,2011,Kepler-20 f
McDonald Observatory,2011,HD 240237 b
Kepler,2011,Kepler-26 b
W. M. Keck Observatory,2011,HD 98219 b
W. M. Keck Observatory,2011,HD 99706 b
Kepler,2011,Kepler-14 b
W. M. Keck Observatory,2011,HD 28678 b
La Silla Observatory,2011,HIP 5158 c
W. M. Keck Observatory,2011,HIP 57274 b
SuperWASP,2011,WASP-50 b
W. M. Keck Observatory,2011,HD 82886 b
HATNet,2011,HAT-P-36 b
MOA,2011,MOA-2009-BLG-266L b
La Silla Observatory,2011,HD 7199 b
Kepler,2011,Kepler-19 c
HATNet,2011,HAT-P-29 b
Kepler,2011,Kepler-28 c
Kepler,2011,Kepler-28 b
Haute-Provence Observatory,2011,HD 22781 b
Kepler,2011,Kepler-27 c
Kepler,2011,Kepler-25 c
HATNet,2011,HAT-P-28 b
Kepler,2011,Kepler-27 b
Parkes Observatory,2011,PSR J1719-1438 b
Yunnan Astronomical Observatory,2011,HU Aqr AB c
Yunnan Astronomical Observatory,2011,HU Aqr AB b
Bohyunsan Optical Astronomical Observatory,2011,HD 100655 b
HATNet,2011,HAT-P-30 b
HATNet,2011,HAT-P-31 b
HATNet,2011,HAT-P-35 b
W. M. Keck Observatory,2011,HD 106270 b
HATNet,2011,HAT-P-34 b
HATNet,2011,HAT-P-27 b
McDonald Observatory,2011,HD 79498 b
HATNet,2011,HAT-P-33 b
W. M. Keck Observatory,2011,HD 30856 b
Kepler,2011,Kepler-16 b
W. M. Keck Observatory,2011,HD 33142 b
W. M. Keck Observatory,2011,HD 102329 b
Kepler,2011,Kepler-29 c
Kepler,2011,Kepler-29 b
La Silla Observatory,2011,HD 7449 b
Kepler,2011,Kepler-25 b
HATNet,2011,HAT-P-32 b
Kepler,2011,Kepler-19 b
Qatar,2011,Qatar-2 b
Kepler,2011,Kepler-20 c
Haute-Provence Observatory,2011,HD 222155 b
Kepler,2011,Kepler-43 b
Anglo-Australian Telescope,2011,7 CMa b
Kepler,2011,Kepler-33 f
Kepler,2011,Kepler-45 b
Kepler,2011,Kepler-44 b
W. M. Keck Observatory,2011,HD 18742 b
Kepler,2011,Kepler-34 b
SuperWASP,2011,WASP-36 b
W. M. Keck Observatory,2011,HD 1502 b
La Silla Observatory,2011,HD 192310 c
Kepler,2011,Kepler-23 c
SuperWASP,2011,WASP-48 b
Kepler,2011,Kepler-42 d
Kepler,2011,Kepler-42 c
Kepler,2011,Kepler-42 b
Kepler,2011,Kepler-23 b
Kepler,2011,Kepler-35 b
Kepler,2011,Kepler-33 e
W. M. Keck Observatory,2011,CFBDSIR J145829+101343 b
SuperWASP,2011,WASP-46 b
SuperWASP,2011,WASP-45 b
Kepler,2011,Kepler-17 b
Kepler,2011,Kepler-33 b
Kepler,2011,Kepler-15 b
Haute-Provence Observatory,2011,HD 156279 b
McDonald Observatory,2011,BD+48 738 b
SuperWASP,2011,WASP-39 b
Kepler,2011,Kepler-10 c
W. M. Keck Observatory,2011,HD 152581 b
La Silla Observatory,2011,HD 192310 b
SuperWASP,2011,WASP-43 b
Kepler,2011,Kepler-33 c
SuperWASP,2011,WASP-44 b
Kepler,2011,Kepler-10 b
Kepler,2011,Kepler-33 d
Kepler,2011,KOI-55 c
Kepler,2011,Kepler-41 b
CoRoT,2011,CoRoT-16 b
Multiple Observatories,2011,UZ For c
Kepler,2011,Kepler-32 c
Kepler,2011,KOI-13 b
Kepler,2011,Kepler-18 c
Kepler,2011,Kepler-18 d
La Silla Observatory,2011,HD 137388 b
Kepler,2011,Kepler-39 b
Roque de los Muchachos Observatory,2011,HD 132563 b
W. M. Keck Observatory,2011,HD 131496 b
TrES,2011,TrES-5 b
Kepler,2011,Kepler-32 b
La Silla Observatory,2011,HD 204941 b
La Silla Observatory,2011,HD 217786 b
Kepler,2011,Kepler-12 b
Kepler,2011,Kepler-31 c
Kepler,2011,Kepler-31 b
Kepler,2011,Kepler-20 b
Kepler,2011,Kepler-22 b
McDonald Observatory,2011,HD 220773 b
W. M. Keck Observatory,2011,HD 116029 b
Multiple Observatories,2011,UZ For b
W. M. Keck Observatory,2011,HD 158038 b
Kepler,2011,Kepler-18 b
W. M. Keck Observatory,2011,HD 142245 b
CoRoT,2011,CoRoT-17 b
CoRoT,2011,CoRoT-18 b
CoRoT,2011,CoRoT-19 b
SuperWASP,2011,WASP-35 b
CoRoT,2011,CoRoT-20 b
Kepler,2011,Kepler-24 c
Kepler,2011,KOI-55 b
La Silla Observatory,2011,HD 20794 b
La Silla Observatory,2011,HD 20794 c
La Silla Observatory,2011,HD 20794 d
CoRoT,2011,CoRoT-23 b
Kepler,2011,Kepler-24 b
W. M. Keck Observatory,2010,HD 97658 b
Lick Observatory,2010,24 Sex b
La Silla Observatory,2010,HIP 12961 b
Hubble Space Telescope,2010,2MASS J04414489+2301513 b
Kepler,2010,Kepler-40 b
Lick Observatory,2010,24 Sex c
Gemini Observatory,2010,HIP 78530 b
HATNet,2010,HAT-P-26 b
HATNet,2010,HAT-P-25 b
W. M. Keck Observatory,2010,GJ 1148 b
CoRoT,2010,CoRoT-8 b
La Silla Observatory,2010,GJ 676 A b
Kepler,2010,KOI-217 b
Infrared Survey Facility,2010,SR 12 AB c
Las Campanas Observatory,2010,Ross 458 c
Bohyunsan Optical Astronomical Observatory,2010,alf Ari b
W. M. Keck Observatory,2010,GJ 876 e
Qatar,2010,Qatar-1 b
Palomar Observatory,2010,GSC 06214-00210 b
CoRoT,2010,CoRoT-14 b
CoRoT,2010,CoRoT-13 b
CoRoT,2010,CoRoT-12 b
CoRoT,2010,CoRoT-11 b
HATNet,2010,HAT-P-14 b
HATNet,2010,HAT-P-15 b
W. M. Keck Observatory,2010,HR 8799 e
HATNet,2010,HAT-P-16 b
HATNet,2010,HAT-P-17 b
La Silla Observatory,2010,GJ 3634 b
W. M. Keck Observatory,2010,HAT-P-17 c
HATNet,2010,HAT-P-18 b
HATNet,2010,HAT-P-19 b
CoRoT,2010,CoRoT-10 b
HATNet,2010,HAT-P-20 b
HATNet,2010,HAT-P-21 b
HATNet,2010,HAT-P-22 b
HATNet,2010,HAT-P-23 b
HATNet,2010,HAT-P-24 b
W. M. Keck Observatory,2010,HD 177830 c
SuperWASP,2010,WASP-22 b
W. M. Keck Observatory,2010,HD 102956 b
La Silla Observatory,2010,HD 44219 b
MOA,2010,MOA-2009-BLG-319L b
MOA,2010,MOA-2009-BLG-387L b
Kepler,2010,Kepler-8 b
La Silla Observatory,2010,HD 10180 c
W. M. Keck Observatory,2010,HD 218566 b
SuperWASP,2010,WASP-23 b
La Silla Observatory,2010,HD 43197 b
W. M. Keck Observatory,2010,HD 163607 c
Kepler,2010,Kepler-11 c
SuperWASP,2010,WASP-24 b
W. M. Keck Observatory,2010,HD 164509 b
SuperWASP,2010,WASP-25 b
SuperWASP,2010,WASP-26 b
La Silla Observatory,2010,HD 28254 b
SuperWASP,2010,WASP-29 b
W. M. Keck Observatory,2010,HD 156668 b
Kepler,2010,Kepler-11 b
SuperWASP,2010,WASP-21 b
Kepler,2010,Kepler-11 f
Anglo-Australian Telescope,2010,HD 102365 b
Kepler,2010,Kepler-9 c
W. M. Keck Observatory,2010,HD 31253 b
La Silla Observatory,2010,HD 25171 b
Kepler,2010,Kepler-11 d
Kepler,2010,Kepler-9 b
La Silla Observatory,2010,HD 113538 b
Lick Observatory,2010,HD 200964 c
La Silla Observatory,2010,HD 113538 c
La Silla Observatory,2010,HD 10180 d
W. M. Keck Observatory,2010,HD 163607 b
La Silla Observatory,2010,HD 10180 h
La Silla Observatory,2010,HD 10180 g
Kepler,2010,Kepler-9 d
Anglo-Australian Telescope,2010,HD 38283 b
La Silla Observatory,2010,HD 10180 f
La Silla Observatory,2010,HD 10180 e
Kepler,2010,Kepler-11 e
Haute-Provence Observatory,2010,HD 109246 b
Multiple Observatories,2010,NN Ser d
La Silla Observatory,2010,HD 1690 b
Subaru Telescope,2010,HD 180314 b
SuperWASP,2010,WASP-32 b
Multiple Observatories,2010,NN Ser c
La Silla Observatory,2010,HD 8535 b
SuperWASP,2010,WASP-8 b
SuperWASP,2010,WASP-34 b
Lick Observatory,2010,HD 200964 b
SuperWASP,2010,WASP-31 b
Subaru Telescope,2010,HD 145457 b
W. M. Keck Observatory,2010,HD 1461 b
SuperWASP,2010,WASP-33 b
SuperWASP,2010,WASP-37 b
SuperWASP,2010,WASP-38 b
Kepler,2010,Kepler-11 g
La Silla Observatory,2010,HD 204313 b
La Silla Observatory,2009,HD 110014 b
W. M. Keck Observatory,2009,GJ 649 b
La Silla Observatory,2009,HD 156411 b
Thueringer Landessternwarte Tautenburg,2009,11 UMi b
La Silla Observatory,2009,GJ 581 e
La Silla Observatory,2009,BD-08 2823 c
La Silla Observatory,2009,HD 147018 c
Lick Observatory,2009,HD 148427 b
La Silla Observatory,2009,HD 148156 b
McDonald Observatory,2009,HD 240210 b
W. M. Keck Observatory,2009,HD 206610 b
SuperWASP,2009,WASP-19 b
W. M. Keck Observatory,2009,HD 13931 b
La Silla Observatory,2009,HD 147018 b
La Silla Observatory,2009,BD-08 2823 b
Bohyunsan Optical Astronomical Observatory,2009,gam 1 Leo b
La Silla Observatory,2009,HD 190984 b
Yunnan Astronomical Observatory,2009,DP Leo b
Multiple Observatories,2009,HD 134987 c
