Planet Name,Num Stars,Num Planets,Orbital Period Days
HAT-P-56 b,1,1,2.79083
HAT-P-5 b,1,1,2.78849
Kepler-1398 b,1,2,2.78815679
Kepler-1150 b,2,1,2.78786839
K2-343 b,1,2,2.787174
Kepler-21 b,2,1,2.78578
WASP-49 b,2,1,2.78174
HAT-P-16 b,3,1,2.77596
K2-49 b,1,1,2.77065
HATS-14 b,1,1,2.7667641
Kepler-1288 b,1,1,2.76122421
Kepler-1061 b,1,1,2.75798267
WASP-26 b,2,1,2.7566
Kepler-205 b,1,2,2.75564
HAT-P-52 b,1,1,2.7535953
Kepler-585 b,1,1,2.75235975
K2-83 b,1,2,2.74697
HAT-P-70 b,1,1,2.74432452
HATS-44 b,1,1,2.7439004
Kepler-179 b,1,2,2.735926
KELT-7 b,1,1,2.73477
Kepler-369 b,1,2,2.732756
WASP-93 b,1,1,2.7325321
CoRoT-21 b,1,1,2.72474
WASP-32 b,1,1,2.71866
WASP-81 b,1,1,2.7164762
Kepler-1594 b,1,1,2.71603809
EPIC 201754305 d,1,3,2.71578
Kepler-1035 b,1,1,2.71407755
Kepler-234 b,1,2,2.711506
Kepler-997 b,1,1,2.70730672
WASP-82 b,1,1,2.70579
KELT-3 b,2,1,2.70339
K2-228 b,1,1,2.69828
HAT-P-41 b,2,1,2.69405
HAT-P-49 b,1,1,2.69155
HATS-16 b,1,1,2.686502
Kepler-1179 b,1,1,2.68505749
Kepler-423 b,1,1,2.6843285
Kepler-1257 b,1,1,2.66831376
Wendelstein-1 b,1,1,2.663416
WASP-85 A b,2,1,2.6556777
TOI-1431 b,1,1,2.650237
GJ 3998 b,1,2,2.64977
NGTS-1 b,1,1,2.647298
GJ 3634 b,1,1,2.64561
HAT-P-62 b,1,1,2.6453235
K2-146 b,1,2,2.6446
GJ 436 b,1,1,2.64388312
Kepler-285 b,1,2,2.633867
Kepler-621 b,1,1,2.62811375
K2-260 b,1,1,2.6266657
Kepler-866 b,1,1,2.61703254
XO-2 N b,2,3,2.61586178
Kepler-1573 b,1,1,2.6157554
Kepler-844 b,1,1,2.61302086
Kepler-1250 b,1,1,2.60754383
HAT-P-65 b,1,1,2.6054552
Kepler-1530 b,1,2,2.5904434
K2-189 b,1,2,2.588309
Kepler-97 b,1,2,2.58664
Kepler-292 b,1,5,2.580827
Kepler-872 b,1,1,2.57885507
Kepler-49 d,1,4,2.576549
K2-61 b,1,1,2.57302
Kepler-228 b,1,3,2.566546
Kepler-1575 b,1,1,2.55314213
Kepler-327 b,1,3,2.549575
HATS-33 b,1,1,2.5495551
HATS-54 b,1,1,2.5441828
Kepler-1098 b,1,1,2.54307286
HD 110113 b,1,2,2.541
Kepler-683 b,1,1,2.53918318
K2-58 c,1,3,2.53726
Kepler-1311 c,1,2,2.53573424
Kepler-912 b,1,1,2.53475627
Kepler-664 b,1,1,2.52559332
WASP-1 b,2,1,2.5199454
HATS-4 b,1,1,2.516729
Kepler-1028 b,1,1,2.51462432
K2-19 d,1,3,2.50856
Kepler-301 b,1,3,2.508553
Kepler-94 b,1,2,2.50806
Qatar-3 b,1,1,2.5079204
K2-294 b,1,1,2.50387
WASP-119 b,1,1,2.49979
NGTS-8 b,1,1,2.4997
Kepler-840 b,1,1,2.49577962
K2-130 b,1,1,2.49412
TOI-1201 b,2,1,2.4919863
OGLE2-TR-L9 b,1,1,2.4855335
WASP-75 b,2,1,2.484193
TrES-2 b,2,1,2.47063
K2-233 b,1,3,2.4675
Kepler-760 c,1,2,2.46697439
HAT-P-57 b,3,1,2.4653
Kepler-408 b,1,1,2.46502
Kepler-213 b,1,2,2.46236
Kepler-314 b,1,2,2.461069
Kepler-1430 b,1,1,2.46050993
Kepler-45 b,1,1,2.455239
Kepler-210 b,1,2,2.453234
Kepler-1393 b,1,1,2.44357812
Kepler-611 b,1,1,2.4370333
Kepler-406 b,1,2,2.42629
WASP-44 b,1,1,2.423804
Kepler-119 b,1,2,2.422082
TRAPPIST-1 c,1,7,2.421937
Kepler-1443 b,1,1,2.41811321
Kepler-1525 b,1,1,2.41660118
Kepler-1053 b,1,1,2.41435165
Kepler-115 b,1,2,2.403679
K2-35 b,1,2,2.399964
K2-221 b,1,1,2.399094
TOI-1749 b,1,3,2.38839
Kepler-82 d,1,5,2.382961
Kepler-257 b,1,3,2.382667
GJ 740 b,1,1,2.37756
Kepler-1065 c,1,2,2.37030743
K2-265 b,2,1,2.369172
Kepler-910 b,1,1,2.36436901
Kepler-1136 b,1,1,2.36172433
Kepler-605 c,1,2,2.35895152
K2-165 b,1,3,2.354992
K2-138 b,1,6,2.35309
Kepler-1146 b,1,1,2.3522658
HATS-57 b,1,1,2.350621
WASP-170 b,1,1,2.34478022
Kepler-1141 b,1,1,2.34451194
Kepler-847 b,1,1,2.3432319
WASP-24 b,3,1,2.34121
Kepler-675 b,1,1,2.33743801
TOI-532 b,1,1,2.3266508
Kepler-1438 b,1,1,2.31942009
WASP-65 b,1,1,2.3114243
G 264-012 b,1,2,2.30538
HAT-P-68 b,1,1,2.29840551
K2-321 b,1,1,2.298
Kepler-1055 b,1,1,2.29503623
HATS-42 b,1,1,2.292102
CD Cet b,1,1,2.2907
EPIC 212297394 b,1,2,2.289363
Kepler-1387 b,1,1,2.27952666
WASP-144 b,1,1,2.2783152
Kepler-1603 b,1,1,2.27163926
K2-28 b,1,1,2.260455
TOI-169 b,1,1,2.2554477
KELT-23 A b,2,1,2.255251
EPIC 206215704 b,1,1,2.25372
L 98-59 b,1,4,2.2531136
K2-247 b,1,2,2.25021
Kepler-326 b,1,3,2.248329
HD 212301 b,2,1,2.24571
WASP-14 b,3,1,2.24375
Kepler-674 b,1,1,2.24338185
Kepler-316 b,1,2,2.240508
Kepler-707 b,1,1,2.23749275
WASP-140 b,2,1,2.2359835
Kepler-1321 c,1,2,2.22649109
HATS-69 b,1,1,2.2252577
K2-291 b,1,1,2.225177
K2-122 b,2,1,2.2193023
HD 189733 b,2,1,2.21857567
WASP-72 b,1,1,2.21673
Kepler-1342 b,1,1,2.21571036
Kepler-55 d,1,5,2.211099
Kepler-1601 b,1,1,2.20921951
HAT-P-7 b,2,1,2.20474
K2-43 c,1,2,2.198884
HD 143105 b,1,1,2.1974
WASP-95 b,1,1,2.18467
K2-237 b,1,1,2.1805577
HD 158259 b,1,5,2.178
WASP-133 b,1,1,2.176423
WASP-78 b,1,1,2.17518
K2-216 b,1,1,2.1748
WASP-92 b,1,1,2.1746742
Kepler-1099 b,1,1,2.16845259
Kepler-1366 b,1,1,2.16457097
HATS-23 b,1,1,2.1605156
WASP-18 c,2,2,2.1558
Kepler-65 b,1,4,2.15491
WASP-2 b,2,1,2.152175
K2-268 b,1,5,2.151676
HAT-P-32 b,2,1,2.1500082
MASCARA-1 b,1,1,2.14878
Pr0211 b,2,2,2.1461
Kepler-854 b,1,1,2.14463285
WASP-48 b,1,1,2.14363
Kepler-280 b,1,2,2.139542
HD 86081 b,2,1,2.1378431
WASP-74 b,1,1,2.13775
Kepler-1282 b,1,1,2.13194651
EPIC 201497682 b,1,1,2.13174
Kepler-1349 b,1,1,2.12823928
TOI-132 b,1,1,2.1097019
HATS-34 b,1,1,2.1061607
Kepler-586 b,1,1,2.10472218
Kepler-1308 b,1,1,2.10433812
Kepler-194 b,1,3,2.092281
Kepler-238 b,1,5,2.090876
TOI-157 b,1,1,2.0845435
K2-209 b,1,1,2.080615
KIC 10068024 b,1,1,2.073549
WASP-97 b,1,1,2.07276
Kepler-188 b,1,2,2.061897
Kepler-843 b,1,1,2.05387982
Kepler-1084 b,1,1,2.05333679
WASP-142 b,1,1,2.052868
Kepler-718 b,1,1,2.0523499
EPIC 201757695.02,1,1,2.0478
HD 24085 b,1,1,2.0455
Kepler-1402 b,1,1,2.03387914
Kepler-1217 b,1,1,2.03232507
Kepler-1197 b,1,1,2.03231845
Qatar-7 b,1,1,2.032046
Kepler-336 b,1,3,2.024823
Kepler-142 b,1,3,2.024152
WASP-167 b,1,1,2.0219596
Kepler-190 b,1,2,2.019999
GJ 1151 b,1,1,2.018
WASP-94 B b,2,2,2.00839
Kepler-1371 c,1,2,2.00541269
K2-320 b,1,1,1.995
Kepler-529 b,1,2,1.98035766
TOI-674 b,1,1,1.977143
K2-104 b,1,1,1.9741954
Kepler-785 b,1,1,1.97376093
Kepler-975 b,1,1,1.97034246
YZ Cet b,1,3,1.96876
K2-255 b,1,1,1.96417
HAT-P-53 b,1,1,1.9616241
WASP-50 b,1,1,1.9551
Kepler-1016 b,1,2,1.95452434
LHS 1478 b,1,1,1.9495378
GJ 876 d,1,4,1.93778
Kepler-303 b,1,2,1.937055
Kepler-1066 b,1,1,1.93155984
Kepler-821 b,1,1,1.92279873
Kepler-932 b,1,1,1.9214374
K2-283 b,1,1,1.921036
Kepler-1222 b,1,1,1.91694425
HATS-9 b,1,1,1.915291
TOI-178 b,1,6,1.914558
Kepler-1027 b,2,1,1.9078052
TOI-1518 b,1,1,1.902603
HAT-P-61 b,1,1,1.90231289
Kepler-554 b,1,1,1.90220856
CoRoT-18 b,1,1,1.9000693
Kepler-374 b,1,3,1.897806
Kepler-524 c,1,2,1.88897906
HATS-70 b,1,1,1.8882378
Kepler-1352 b,1,1,1.87788275
Kepler-42 d,1,3,1.865169
TOI-451 b,2,3,1.858703
Kepler-41 b,1,1,1.8555582
Kepler-1522 b,1,1,1.84788917
WASP-3 b,3,1,1.84683
Kepler-536 b,1,1,1.8270823
HATS-35 b,1,1,1.8209993
WASP-76 b,2,1,1.809886
Qatar-4 b,1,1,1.8053564
Kepler-286 b,1,4,1.796302
SWEEPS-11 b,1,1,1.796
Kepler-1528 b,1,1,1.79111021
WASP-164 b,1,1,1.7771255
Kepler-312 b,1,2,1.772419
WASP-145 A b,2,1,1.7690381
Kepler-1350 c,1,2,1.76678906
KOI-13 b,3,1,1.763588
Kepler-1153 b,1,1,1.75583533
WASP-104 b,2,1,1.7554137
Wendelstein-2 b,1,1,1.7522239
WASP-52 b,1,1,1.7497798
HATS-15 b,1,1,1.74748753
GPX-1 b,1,1,1.744579
CoRoT-2 b,2,1,1.7429935
K2-188 b,1,2,1.742169
Kepler-157 b,1,3,1.732342
Kepler-148 b,1,3,1.729366
K2-45 b,1,1,1.7292684
Kepler-412 b,1,1,1.7208604
KELT-14 b,1,1,1.7100566
KPS-1 b,1,1,1.706291
KIC 5479689 b,1,1,1.701531
OGLE-TR-132 b,1,1,1.689868
Kepler-969 c,1,2,1.6829346
WASP-87 b,2,1,1.682795
Kepler-617 b,1,1,1.68269615
Kepler-1297 b,1,1,1.68189002
Kepler-323 b,1,2,1.678327
NGTS-3 A b,2,1,1.6753728
K2-100 b,1,1,1.6739035
Kepler-322 b,1,2,1.653888
TOI-564 b,1,1,1.651144
Kepler-1152 b,1,1,1.64680191
Qatar-10 b,1,1,1.645321
Kepler-342 e,1,4,1.64422461
Kepler-1399 b,1,1,1.63865306
Kepler-185 b,1,2,1.6329
GJ 1132 b,1,2,1.628931
WASP-5 b,1,1,1.6284279
Kepler-685 b,1,1,1.6255222
HD 137496 b,1,2,1.62116
Kepler-256 b,1,4,1.620493
Kepler-578 b,1,1,1.6168837
Kepler-207 b,1,3,1.611865
WASP-163 b,1,1,1.6096884
HATS-67 b,1,1,1.6091788
K2-257 b,1,1,1.60588
Kepler-686 b,1,1,1.59474546
Kepler-9 d,1,3,1.592851
EPIC 206317286 b,1,1,1.58252
GJ 1214 b,1,1,1.58040433
Kepler-1367 b,1,1,1.57409027
WASP-64 b,2,1,1.5732918
Kepler-1072 b,1,1,1.5690665
Kepler-446 b,1,3,1.565409
Kepler-166 d,1,3,1.55400393
WASP-114 b,2,1,1.5487743
Kepler-76 b,1,1,1.5449298
Kepler-1082 b,1,1,1.5432066
K2-270 b,1,2,1.543069
Kepler-98 b,1,1,1.54168
Qatar-9 b,1,1,1.540731
Kepler-1565 b,1,1,1.53818844
Kepler-1650 b,1,1,1.53818001
WASP-36 b,2,1,1.53736596
Kepler-1075 b,1,1,1.52372816
Kepler-1613 b,1,1,1.5184299
CoRoT-14 b,1,1,1.51214
TRAPPIST-1 b,1,7,1.510826
CoRoT-1 b,1,1,1.5089557
Kepler-304 e,1,4,1.49914695
Kepler-1416 b,1,1,1.49514952
Kepler-17 b,1,1,1.4857108
TrES-5 b,1,1,1.48224686
KELT-9 b,2,1,1.4811235
Kepler-770 c,1,3,1.47532231
GJ 486 b,1,1,1.467119
Kepler-1578 b,1,1,1.45088691
Kepler-1537 b,1,1,1.4444538
Kepler-1171 b,1,1,1.44259224
Kepler-1091 b,1,1,1.43474156
OGLE-TR-113 b,1,1,1.4324752
WASP-46 b,1,1,1.43036763
K2-36 b,1,2,1.422614
Qatar-1 b,1,1,1.4200242
K2-91 b,1,1,1.419549
Kepler-1019 b,1,1,1.41122985
WD 1856+534 b,3,1,1.4079405
L 168-9 b,1,1,1.4015
WASP-135 b,1,1,1.4013794
TOI-824 b,1,1,1.392978
WASP-173 A b,2,1,1.38665318
HATS-52 b,1,1,1.36665436
WASP-77 A b,2,1,1.36003
HATS-2 b,1,1,1.354133
HATS-24 b,1,1,1.3484978
Kepler-1339 b,1,1,1.34155513
Kepler-908 b,3,1,1.34059747
WASP-4 b,1,1,1.33823147
NGTS-4 b,1,1,1.3373508
Qatar-2 b,1,1,1.33711647
HD 41004 B b,2,2,1.3283
HAT-P-36 b,1,1,1.32734683
Kepler-198 d,1,3,1.31184443
Kepler-1372 b,1,1,1.31155557
TrES-3 b,1,1,1.30618581
K2-117 b,1,2,1.2916
Kepler-1373 b,1,1,1.29123275
Kepler-1355 b,1,1,1.28958811
Kepler-658 b,1,1,1.28707676
WASP-121 b,1,1,1.2749255
Kepler-755 b,2,2,1.26909037
TOI-519 b,1,1,1.2652328
Kepler-656 b,1,1,1.26025909
K2-31 b,2,1,1.25785
K2-326 b,1,1,1.256
Kepler-1106 b,1,1,1.25275217
TOI-540 b,1,1,1.2391491
Kepler-1031 b,1,1,1.22621732
Kepler-756 b,1,1,1.22486632
GJ 3138 b,1,3,1.22003
WASP-33 b,2,1,1.21987
Kepler-842 b,1,1,1.21956827
KELT-1 b,1,1,1.217514
Kepler-1206 b,1,1,1.21699766
Kepler-42 b,1,3,1.2137672
HAT-P-23 b,1,1,1.21288
OGLE-TR-56 b,1,1,1.2119189
Kepler-1698 b,1,1,1.2107
GJ 9827 b,1,3,1.2089819
Kepler-619 c,1,2,1.20846503
GJ 3473 b,2,2,1.1980035
Kepler-763 b,1,1,1.19655156
Kepler-994 b,1,1,1.15116651
Kepler-1531 b,1,1,1.13854338
K2-316 b,1,2,1.133
Kepler-1200 b,1,1,1.11854972
Kepler-1148 b,1,1,1.10446351
K2-89 b,1,1,1.096026
Kepler-1532 b,1,1,1.09366356
WASP-12 b,3,1,1.09142
Kepler-1205 b,1,1,1.07839035
Kepler-1037 b,1,1,1.06378867
K2-201 b,1,2,1.05979
Kepler-255 d,1,3,1.04562266
Kepler-757 b,1,1,1.02267882
WTS-2 b,1,1,1.0187068
HD 213885 b,1,2,1.008035
Kepler-1561 b,1,1,1.00520701
Kepler-1167 b,1,1,1.00393374
Kepler-1589 b,1,1,0.99166527
TOI-1634 b,2,1,0.989343
Kepler-80 f,1,6,0.9867873
Kepler-1258 b,1,1,0.98494017
HIP 65 A b,2,1,0.9809734
Kepler-775 b,1,1,0.97486893
Kepler-1559 b,1,1,0.97191543
KELT-16 b,2,1,0.9689951
Kepler-1427 b,1,1,0.96897238
Kepler-1264 b,1,1,0.96852602
Kepler-1322 b,1,1,0.96286738
K2-147 b,1,1,0.961917
HD 3167 b,1,3,0.959624
LP 791-18 b,1,2,0.948005
WASP-18 b,2,2,0.94124
Kepler-1523 b,1,1,0.93875077
Kepler-922 b,1,1,0.93846683
Kepler-1338 b,1,1,0.93511806
Kepler-1039 b,1,1,0.93488424
Kepler-1323 b,1,1,0.92990668
Kepler-787 b,1,1,0.9283105
Kepler-845 b,1,1,0.92785982
WASP-103 b,1,1,0.925542
Kepler-929 b,1,1,0.92103214
Kepler-1351 b,1,1,0.91614077
EPIC 206024342 c,1,3,0.911724
Kepler-653 c,1,2,0.90037648
Kepler-732 c,1,2,0.89304124
NGTS-6 b,1,1,0.882059
Kepler-1379 b,1,1,0.88184115
EPIC 201595106 b,1,1,0.877214
Kepler-1320 b,1,1,0.86838653
LHS 1678 b,1,2,0.8602322
CoRoT-7 b,1,2,0.85359163
Kepler-1579 b,1,1,0.84990789
Kepler-1315 b,1,1,0.84338011
HATS-18 b,1,1,0.83784
Kepler-10 b,1,2,0.837491
WASP-43 b,1,1,0.813475
Kepler-1139 b,1,1,0.81316672
K2-156 b,1,1,0.81314
KIC 10001893 d,1,3,0.81161
LTT 9779 b,1,1,0.792052
WASP-47 e,1,4,0.789592
Kepler-1331 b,1,1,0.78916165
WASP-19 b,1,1,0.78883899
K2-187 b,1,4,0.77392
Kepler-1173 b,1,1,0.7698536
LTT 3780 b,2,2,0.768448
NGTS-10 b,1,1,0.7668944
TOI-849 b,1,1,0.76552414
Kepler-1409 b,1,1,0.76486493
EPIC 220492298 b,1,1,0.762406
Kepler-1067 b,1,1,0.76212926
Kepler-32 f,1,5,0.74296
Kepler-1377 b,1,1,0.74092842
55 Cnc e,2,5,0.7365474
EPIC 228836835 b,1,1,0.728113
EPIC 201427007 b,1,1,0.72091
HD 80653 b,1,1,0.719573
EPIC 220554210 c,1,2,0.70531
Kepler-1087 b,1,1,0.69384285
Kepler-1547 b,1,1,0.69297968
Kepler-1446 b,1,1,0.68996783
K2-85 b,1,1,0.684533
Kepler-1604 b,1,1,0.68368426
Kepler-1310 b,1,1,0.67933627
Kepler-780 b,1,1,0.67737516
Kepler-1368 b,1,1,0.67564949
K2-211 b,1,1,0.669558
Kepler-407 b,1,2,0.66931
TOI-1685 b,1,1,0.6691403
Kepler-1340 b,1,1,0.66502692
Kepler-1284 b,1,1,0.66407381
Kepler-1259 b,1,1,0.66308526
K2-266 b,2,4,0.658524
Kepler-1520 b,1,1,0.65355357
Kepler-607 b,1,1,0.6381632
Kepler-1415 b,1,1,0.63642408
Kepler-1356 b,1,1,0.63400294
Kepler-808 b,1,1,0.63133235
Kepler-1203 b,1,1,0.58800076
K2-229 b,1,2,0.58426
EPIC 212624936 b,1,2,0.578657
Kepler-1228 b,1,1,0.57736958
EPIC 220674823 b,1,2,0.571331
Kepler-1107 b,1,1,0.57103852
K2-210 b,1,1,0.570233
Kepler-1317 b,1,1,0.56887443
Kepler-828 b,1,1,0.56785714
TOI-1807 b,1,1,0.549372
Kepler-1566 b,1,1,0.53991524
Kepler-990 c,1,2,0.53835431
GJ 1252 b,1,1,0.5182349
K2-223 b,1,2,0.50565
TOI-431 b,1,3,0.490047
TOI-1444 b,1,2,0.4702694
K2-183 b,1,3,0.469269
LHS 3844 b,1,1,0.46292913
Kepler-42 c,1,3,0.45328509
TOI-561 b,1,5,0.446578
K2-22 b,2,1,0.381078
K2-131 b,1,1,0.36931
K2-157 b,1,1,0.365257
Kepler-78 b,2,1,0.35500744
EPIC 206042996 c,1,2,0.354884
KOI-55 c,1,2,0.342887
KIC 10001893 c,1,3,0.32528
PSR J2322-2650 b,1,1,0.322964
K2-141 b,1,2,0.2803244
KOI-55 b,1,2,0.240104
KIC 10001893 b,1,3,0.2197
K2-137 b,1,1,0.179715
PSR J1719-1438 b,1,1,0.09070629
1RXS J160929.1-210524 b,1,1,
2MASS J01033563-5515561 AB b,2,1,
2MASS J01225093-2439505 b,1,1,
2MASS J02192210-3925225 b,1,1,
2MASS J04414489+2301513 b,1,1,
2MASS J12073346-3932539 b,1,1,
2MASS J22362452+4751425 b,1,1,
51 Eri b,3,1,
AB Pic b,1,1,
CHXR 73 b,1,1,
CT Cha b,1,1,
DH Tau b,1,1,
FU Tau b,1,1,
GJ 504 b,1,1,
GQ Lup b,1,1,
GSC 06214-00210 b,1,1,
GU Psc b,1,1,
HD 100546 b,1,1,
HD 106906 b,1,1,
HD 203030 b,1,1,
HD 95086 b,1,1,
HD 97048 b,1,1,
HIP 41378 e,1,5,
HIP 65426 b,1,1,
HIP 78530 b,1,1,
HIP 79098 AB b,2,1,
HN Peg b,1,1,
HR 2562 b,1,1,
HR 8799 e,1,4,
KMT-2016-BLG-0212L b,1,1,
KMT-2016-BLG-1107L b,1,1,
KMT-2016-BLG-1397L b,1,1,
KMT-2016-BLG-1820L b,1,1,
KMT-2016-BLG-1836L b,1,1,
KMT-2016-BLG-2142L b,1,1,
KMT-2016-BLG-2364L b,1,1,
KMT-2016-BLG-2397L b,1,1,
KMT-2016-BLG-2605L b,1,1,
KMT-2017-BLG-0165L b,1,1,
KMT-2017-BLG-1038L b,1,1,
KMT-2017-BLG-1146L b,1,1,
KMT-2018-BLG-0029L b,1,1,
KMT-2018-BLG-0748L b,1,1,
KMT-2018-BLG-1025L b,1,1,
KMT-2018-BLG-1292L b,1,1,
KMT-2018-BLG-1743L b,1,1,
KMT-2018-BLG-1976L b,1,1,
KMT-2018-BLG-1990L b,1,1,
KMT-2018-BLG-1996L b,1,1,
KMT-2019-BLG-0371L b,1,1,
KMT-2019-BLG-0842L b,1,1,
KMT-2019-BLG-1339L b,1,1,
KMT-2019-BLG-1715L b,1,1,
KMT-2019-BLG-1953L b,1,1,
LkCa 15 b,1,2,
LkCa 15 c,1,2,
MOA-2007-BLG-192L b,1,1,
MOA-2007-BLG-400L b,1,1,
MOA-2008-BLG-310L b,1,1,
MOA-2008-BLG-379L b,1,1,
MOA-2009-BLG-319L b,1,1,
MOA-2010-BLG-073L b,1,1,
MOA-2010-BLG-117L b,1,1,
MOA-2010-BLG-328L b,1,1,
MOA-2010-BLG-353L b,1,1,
MOA-2010-BLG-477L b,1,1,
MOA-2011-BLG-028L b,1,1,
MOA-2011-BLG-262L b,1,1,
MOA-2011-BLG-291L b,1,1,
MOA-2011-BLG-293L b,1,1,
MOA-2011-BLG-322L b,1,1,
MOA-2012-BLG-006L b,1,1,
MOA-2012-BLG-505L b,1,1,
MOA-2013-BLG-220L b,1,1,
MOA-2013-BLG-605L b,1,1,
MOA-2015-BLG-337L b,1,1,
MOA-2016-BLG-227L b,1,1,
MOA-2016-BLG-319L b,1,1,
MOA-bin-1L b,1,1,
MOA-bin-29 b,1,1,
OGLE-2003-BLG-235L b,1,1,
OGLE-2005-BLG-071L b,1,1,
OGLE-2005-BLG-169L b,1,1,
OGLE-2007-BLG-368L b,1,1,
OGLE-2008-BLG-092L b,2,1,
OGLE-2008-BLG-355L b,1,1,
OGLE-2011-BLG-0173L b,1,1,
OGLE-2011-BLG-0251L b,1,1,
OGLE-2011-BLG-0265L b,1,1,
OGLE-2012-BLG-0026L b,1,2,
OGLE-2012-BLG-0026L c,1,2,
OGLE-2012-BLG-0358L b,1,1,
OGLE-2012-BLG-0406L b,1,1,
OGLE-2012-BLG-0563L b,1,1,
OGLE-2012-BLG-0724L b,1,1,
OGLE-2012-BLG-0838L b,1,1,
OGLE-2012-BLG-0950L b,1,1,
OGLE-2013-BLG-0102L b,1,1,
OGLE-2013-BLG-0132L b,1,1,
OGLE-2013-BLG-0341L B b,2,1,
OGLE-2013-BLG-0911L b,1,1,
OGLE-2013-BLG-1721L b,1,1,
OGLE-2013-BLG-1761L b,1,1,
OGLE-2014-BLG-0124L b,1,1,
OGLE-2014-BLG-0676L b,1,1,
OGLE-2014-BLG-1722L b,1,2,
OGLE-2014-BLG-1722L c,1,2,
OGLE-2014-BLG-1760L b,1,1,
OGLE-2015-BLG-0051L b,1,1,
OGLE-2015-BLG-0954L b,1,1,
OGLE-2015-BLG-0966L b,1,1,
OGLE-2015-BLG-1649L b,1,1,
OGLE-2015-BLG-1670L b,1,1,
OGLE-2015-BLG-1771L b,1,1,
OGLE-2016-BLG-0263L b,1,1,
OGLE-2016-BLG-0613L AB b,2,1,
OGLE-2016-BLG-1067L b,1,1,
OGLE-2016-BLG-1195L b,1,1,
OGLE-2016-BLG-1227L b,1,1,
OGLE-2017-BLG-0173L b,1,1,
OGLE-2017-BLG-0373L b,1,1,
OGLE-2017-BLG-0406L b,1,1,
OGLE-2017-BLG-0482L b,1,1,
OGLE-2017-BLG-0604L b,1,1,
OGLE-2017-BLG-1049L b,1,1,
OGLE-2017-BLG-1140L b,1,1,
OGLE-2017-BLG-1375L b,1,1,
OGLE-2017-BLG-1434L b,1,1,
OGLE-2017-BLG-1522L b,1,1,
OGLE-2018-BLG-0567L b,1,1,
OGLE-2018-BLG-0596L b,1,1,
OGLE-2018-BLG-0677L b,1,1,
OGLE-2018-BLG-0962L b,1,1,
OGLE-2018-BLG-1011L b,1,2,
OGLE-2018-BLG-1011L c,1,2,
OGLE-2018-BLG-1185L b,1,1,
OGLE-2018-BLG-1269L b,1,1,
OGLE-2018-BLG-1428L b,1,1,
OGLE-2018-BLG-1700L b,2,1,
OGLE-2019-BLG-0304L b,2,1,
OGLE-2019-BLG-0954L b,1,1,
PDS 70 b,1,2,
PDS 70 c,1,2,
PSR B1620-26 b,2,1,
ROXs 12 b,2,1,
ROXs 42 B b,2,1,
Ross 458 c,2,1,
SR 12 AB c,2,1,
TCP J05074264+2447555 b,1,1,
TOI-2076 c,1,3,
TOI-2076 d,1,3,
TYC 8998-760-1 b,1,2,
TYC 8998-760-1 c,1,2,
UKIRT-2017-BLG-001L b,1,1,
USco CTIO 108 b,1,1,
USco1556 b,1,1,
USco1621 b,1,1,
VHS J125601.92-125723.9 b,2,1,
WD 0806-661 b,1,1,
WISEP J121756.91+162640.2 A b,1,1,
YSES 2 b,1,1,
kap And b,1,1,
