Planet Name,Num Stars,Num Planets,Orbital Period Days
K2-32 c,2,4,20.66093
Kepler-873 b,1,1,20.5533844
Kepler-178 c,1,3,20.552802
Kepler-154 d,1,5,20.54981883
HD 63433 c,1,2,20.5453
K2-240 c,1,2,20.523
K2-48 b,1,1,20.5065
Kepler-687 b,1,1,20.50586978
Kepler-1670 b,1,1,20.4998
Kepler-758 d,1,4,20.4966197
Kepler-1685 b,1,1,20.4905
Kepler-391 c,1,2,20.485435
Kepler-247 d,1,3,20.477912
KOI-1599.01,1,2,20.4415
HD 40307 d,1,5,20.432
Kepler-887 b,1,2,20.42228798
Kepler-859 b,1,1,20.38177573
Kepler-1512 b,1,1,20.35972599
Kepler-1417 b,1,1,20.3505213
Kepler-287 b,1,2,20.342199
Kepler-911 b,1,1,20.310501
Kepler-205 c,1,2,20.306546
Kepler-184 c,1,3,20.303005
K2-115 b,1,1,20.272615
Kepler-1370 b,1,2,20.2641684
K2-63 b,1,2,20.257
Kepler-118 c,1,2,20.17202
Kepler-992 b,1,1,20.16034462
Kepler-189 c,1,2,20.134866
GJ 422 b,1,1,20.129
Kepler-379 b,1,2,20.09838
Kepler-83 c,2,3,20.09
Kepler-1407 b,1,1,20.0711504
Kepler-235 d,1,4,20.060548
Kepler-372 c,1,3,20.053763
Kepler-244 d,1,3,20.050401
Kepler-243 c,1,2,20.026218
tau Cet g,1,4,20.0
K2-350 c,1,2,19.991944
Kepler-375 c,1,2,19.986326
TOI-125 d,1,3,19.98
Kepler-515 b,2,1,19.96371318
Kepler-1299 b,1,1,19.9400874
Kepler-1485 b,1,1,19.9157725
K2-280 b,1,1,19.89526
HD 96700 c,1,3,19.88
Kepler-296 d,2,5,19.850291
Kepler-846 b,1,1,19.80792185
Kepler-1103 b,1,1,19.79191978
Kepler-528 b,1,1,19.78297415
Kepler-1006 b,1,1,19.76172042
Kepler-312 c,1,2,19.747412
Kepler-311 c,1,2,19.738286
Kepler-223 e,1,4,19.72567
Kepler-520 b,1,2,19.67416124
Kepler-1641 b,1,2,19.672266
K2-264 c,1,2,19.660302
Kepler-1546 b,1,1,19.5974971
HD 108236 e,1,5,19.590025
Kepler-20 f,2,6,19.57758478
K2-74 b,1,1,19.5666
K2-174 b,1,1,19.562307
Kepler-510 b,1,1,19.55659418
Kepler-1649 c,1,2,19.53527
K2-339 b,1,1,19.507428
EPIC 211945201 b,1,1,19.49221
K2-266 e,2,4,19.482
GJ 720 A b,2,1,19.466
Kepler-162 c,1,2,19.446355
HD 13908 b,1,2,19.382
Kepler-1030 b,1,1,19.32952416
Kepler-288 c,1,3,19.305772
K2-10 b,1,1,19.3044
Kepler-231 c,1,2,19.271566
Kepler-293 b,1,2,19.254196
Kepler-9 b,1,3,19.23891
Kepler-899 b,1,1,19.17891293
K2-46 b,1,1,19.1541
Kepler-813 b,1,1,19.12947337
Kepler-1260 b,1,1,19.1187753
K2-258 b,1,1,19.0921
K2-80 b,1,3,19.0918
K2-16 c,1,3,19.07863
Kepler-370 c,1,2,19.02293
Kepler-24 e,1,4,18.998355
Kepler-1013 b,1,1,18.93054959
Kepler-770 b,1,3,18.92540274
Kepler-1187 b,1,1,18.87064068
Kepler-153 b,1,2,18.870227
AU Mic c,1,2,18.859019
Kepler-752 b,1,1,18.82747265
Kepler-1214 b,1,1,18.82634264
TOI-1266 c,1,2,18.80151
Kepler-117 b,1,2,18.7959228
Kepler-225 c,1,2,18.794234
Kepler-1086 b,2,2,18.78425728
TRAPPIST-1 h,1,7,18.772866
Kepler-833 b,1,1,18.7546998
Kepler-254 d,1,3,18.746477
Kepler-137 c,1,2,18.735753
K2-276 b,1,1,18.718269
HD 332231 b,1,1,18.71204
Kepler-329 c,1,2,18.684737
Kepler-525 b,1,1,18.68404933
GJ 273 b,1,2,18.6498
Kepler-53 b,1,3,18.6489525
Kepler-224 e,1,4,18.643577
Kepler-1422 b,1,1,18.6051942
Kepler-49 e,1,4,18.596108
DMPP-1 b,1,4,18.57
HD 154088 b,1,1,18.56
Kepler-1241 b,1,1,18.5525701
Kepler-1702 b,1,1,18.5012
Kepler-582 b,1,1,18.49235668
Kepler-560 b,2,1,18.47764449
Kepler-877 b,1,1,18.45847097
K2-9 b,1,1,18.4498
Kepler-566 b,1,1,18.42794624
TOI-257 b,1,1,18.38818
Kepler-221 e,1,4,18.369917
HD 107148 c,2,2,18.3267
HD 20794 b,1,4,18.315
K2-75 c,1,2,18.311
Kepler-1142 b,1,1,18.3027248
K2-206 b,1,1,18.294549
GJ 9689 b,1,1,18.27
K2-99 b,1,1,18.251985
Kepler-1396 b,1,1,18.2206421
Kepler-152 b,1,2,18.207973
HD 195019 b,2,1,18.20132
HD 33283 b,2,1,18.1991
Kepler-62 d,1,5,18.16406
XO-2 S b,2,3,18.157
Kepler-1456 b,1,1,18.1373829
Kepler-253 d,1,3,18.119869
Kepler-885 b,1,1,18.11472949
EPIC 212424622 b,1,1,18.0983
TOI-3362 b,1,1,18.09547
Kepler-1564 b,1,1,18.0540381
HD 27894 b,1,3,18.02
Kepler-1307 b,1,1,18.01621096
Kepler-132 d,2,4,18.010199
Kepler-562 b,1,1,18.00931444
Kepler-59 c,1,2,17.9801235
Kepler-631 b,1,1,17.97979059
K2-17 b,1,1,17.96753
Kepler-320 c,1,2,17.934937
Kepler-85 d,1,4,17.91323
Wolf 1061 c,1,3,17.8719
KOI-12 b,1,2,17.855182
Kepler-350 c,1,3,17.849
Kepler-410 A b,2,1,17.833648
HIP 48714 b,1,1,17.818
Kepler-66 b,1,1,17.815815
Kepler-198 b,1,3,17.790037
Kepler-365 c,1,2,17.784129
Kepler-988 b,1,1,17.76080053
Kepler-191 c,1,3,17.738506
K2-332 b,1,1,17.70632
Kepler-659 b,1,1,17.671796
Kepler-1125 b,1,1,17.6700642
HD 23472 b,1,2,17.667
Kepler-250 d,1,3,17.648312
Kepler-1663 b,1,1,17.6046
Kepler-559 b,1,1,17.58752333
GJ 682 b,1,2,17.478
HD 183579 b,1,1,17.471278
Kepler-245 c,1,4,17.460812
Kepler-751 b,1,1,17.44490636
Kepler-941 b,1,1,17.42395198
Kepler-648 b,1,1,17.4211749
Kepler-216 c,1,2,17.406669
K2-164 b,1,1,17.355066
Kepler-400 c,1,2,17.340824
Kepler-306 d,1,4,17.326644
Kepler-277 b,1,2,17.324
Kepler-749 b,1,1,17.31716585
Kepler-194 c,1,3,17.308032
K2-136 c,2,3,17.307137
Kepler-1226 b,1,1,17.2923453
Kepler-331 c,1,3,17.28111
Kepler-489 b,1,1,17.27629612
Kepler-348 c,1,2,17.265427
Kepler-26 c,1,4,17.2559
HD 16417 b,2,1,17.24
Kepler-123 b,1,2,17.232366
Kepler-572 b,1,1,17.20523483
HD 15337 c,1,2,17.1784
Kepler-1144 b,1,1,17.14647302
Kepler-1188 b,1,1,17.1369543
GJ 180 b,1,3,17.133
Kepler-1134 b,1,1,17.13263989
HD 190360 c,2,2,17.111
TOI-216.02,1,2,17.089
HD 99492 b,2,1,17.0431
K2-198 b,1,3,17.0428683
Kepler-265 c,1,4,17.028937
K2-292 b,1,1,16.9841
K2-184 b,1,1,16.9780102
Kepler-354 c,1,3,16.934402
Kepler-1068 b,1,1,16.92344113
Kepler-961 b,1,1,16.87727414
Kepler-1180 b,1,1,16.8601286
Kepler-357 c,1,3,16.85837
HIP 97166 c,1,2,16.84
Kepler-1243 b,1,1,16.8320729
HD 176986 c,1,2,16.8191
Kepler-436 c,1,2,16.79713874
Kepler-954 b,1,1,16.78176602
Kepler-1492 b,1,1,16.75255007
Kepler-305 d,1,4,16.738661
Kepler-970 b,2,1,16.73652231
Kepler-373 c,1,2,16.725948
Kepler-158 b,1,2,16.709184
Kepler-170 c,1,2,16.665863
Kepler-1491 b,1,1,16.5861762
Kepler-1014 b,1,1,16.57110363
Kepler-263 b,1,2,16.568087
Kepler-837 b,1,1,16.56059504
HD 31527 b,1,3,16.5535
Kepler-589 b,1,1,16.54964934
Kepler-567 b,1,1,16.54297375
Kepler-1064 b,1,1,16.54080322
Kepler-251 c,1,4,16.514043
Kepler-1608 b,1,1,16.4735686
Kepler-136 c,2,2,16.399235
Kepler-52 c,1,3,16.3850021
TOI-451 d,2,3,16.364988
Kepler-1382 b,1,1,16.3583055
HD 10180 d,1,6,16.357
K2-357 b,1,1,16.3488637
Kepler-643 b,1,1,16.33889626
Kepler-352 c,1,2,16.332995
Kepler-698 b,1,1,16.32976218
Kepler-1223 b,1,1,16.301259
Kepler-1306 b,1,1,16.29595382
Kepler-1470 b,1,1,16.2950903
TOI-561 f,1,5,16.287
Kepler-202 c,1,2,16.282493
K2-337 b,1,1,16.273563
Kepler-208 e,1,4,16.259458
Kepler-212 b,1,2,16.257582
HATS-17 b,1,1,16.254611
Kepler-248 c,1,2,16.239494
Kepler-96 b,1,1,16.2385
Kepler-647 b,1,2,16.2254649
Kepler-1194 b,1,1,16.22371307
Kepler-36 c,1,2,16.21865
Kepler-555 b,1,1,16.21775407
HD 207897 b,1,1,16.202159
K2-62 c,1,2,16.1966
Kepler-1645 b,1,1,16.1779561
Kepler-102 e,1,5,16.1457
Kepler-1304 b,1,1,16.1288853
Kepler-1219 b,1,1,16.10467749
Kepler-378 b,1,2,16.092361
Kepler-131 b,1,2,16.092
Kepler-275 c,1,3,16.088134
Kepler-209 b,1,2,16.087845
Kepler-709 b,1,1,16.08524954
Kepler-636 b,2,1,16.08066115
Kepler-1186 b,1,1,16.07677615
Kepler-229 c,1,3,16.068638
TOI-421 c,2,2,16.06819
TOI-1444 c,1,2,16.066
TOI-700 c,1,3,16.05111
Kepler-1507 b,1,1,16.0506213
Kepler-665 b,1,1,16.01310205
Kepler-143 b,1,2,16.007583
Kepler-1015 b,1,1,16.00494214
Kepler-332 c,1,3,15.995622
Kepler-769 c,1,2,15.9870174
Kepler-103 b,1,2,15.9654
Kepler-534 b,1,1,15.95994513
Kepler-330 c,1,2,15.955387
Kepler-417 c,1,2,15.943
Kepler-1404 b,1,1,15.9314739
Kepler-156 c,1,2,15.906801
Kepler-646 b,1,1,15.87364565
K2-225 b,1,1,15.87209
Kepler-907 b,1,1,15.86621821
K2-195 b,1,2,15.852975
K2-168 b,1,2,15.8523
GJ 27.1 b,1,1,15.819
Kepler-129 b,1,3,15.79
Kepler-613 b,1,1,15.77979614
Kepler-982 b,1,1,15.7738221
Kepler-139 b,1,2,15.771044
GJ 86 b,2,1,15.76491
Kepler-838 b,1,1,15.74957994
Kepler-67 b,1,1,15.7259
K2-111 c,1,2,15.6785
Kepler-197 d,2,4,15.677563
TOI-776 c,1,2,15.6653
Kepler-214 b,1,2,15.660544
Kepler-599 b,1,1,15.65562652
Kepler-1334 b,1,1,15.64591713
EPIC 249893012 c,1,3,15.624
Kepler-1586 b,1,1,15.6049212
Kepler-863 b,1,1,15.59461874
Kepler-58 c,1,3,15.5741568
HIP 41378 b,1,5,15.572098
HD 4308 b,1,1,15.56
Gl 686 b,1,1,15.53
GJ 3473 c,2,2,15.509
HD 141004 b,1,1,15.5083
K2-21 c,1,2,15.50192
K2-259 b,1,1,15.48043
K2-353 b,1,1,15.466805
Kepler-628 b,1,1,15.4580567
Kepler-1668 b,1,1,15.434
Kepler-450 c,1,3,15.413135
K2-222 b,1,1,15.387063
Kepler-308 c,1,2,15.38231
Kepler-1050 b,1,2,15.3787546
Kepler-693 b,2,1,15.37563332
Kepler-249 d,1,3,15.368459
Kepler-1384 b,1,1,15.36262753
Kepler-487 b,1,2,15.3587684
Kepler-27 b,1,2,15.3348
Kepler-165 c,1,2,15.31299
HD 7924 c,1,3,15.299
Kepler-602 b,1,1,15.28469497
EPIC 212587672 b,1,2,15.28078
Kepler-23 d,1,3,15.274299
TOI-178 f,1,6,15.231915
Kepler-151 b,1,2,15.228958
K2-72 c,1,4,15.189034
Kepler-1201 b,1,1,15.18725932
Kepler-342 b,1,4,15.170318
TIC 237913194 b,1,1,15.168865
Kepler-385 c,1,3,15.163161
HD 168009 b,1,1,15.1479
HIP 54373 c,1,2,15.144
Kepler-1392 b,1,1,15.1410397
Kepler-128 b,1,2,15.09
Kepler-299 d,1,4,15.054786
Kepler-1252 b,1,1,15.0540329
Kepler-1199 b,1,1,15.0447198
Kepler-1683 b,1,1,15.0337
Kepler-1500 b,1,1,15.0330105
Kepler-1493 b,1,1,15.0217983
Kepler-1114 b,1,1,14.97435694
Kepler-313 b,1,2,14.970418
K2-287 b,1,1,14.893291
Kepler-1327 b,1,1,14.88801098
Kepler-939 b,1,1,14.878296
Kepler-369 c,1,2,14.871572
K2-352 d,1,3,14.871387
Kepler-18 d,1,3,14.85888
Kepler-340 b,1,2,14.844387
Kepler-1682 b,1,1,14.8334
Kepler-959 b,1,1,14.80074836
Kepler-1285 b,1,1,14.7967458
Kepler-223 d,1,4,14.78869
K2-193 b,1,1,14.786889
K2-285 e,1,4,14.76289
K2-333 b,1,1,14.759287
Kepler-404 c,1,2,14.751166
Kepler-107 e,1,4,14.749143
Kepler-653 b,1,2,14.70748976
K2-266 d,2,4,14.697
K2-101 b,1,1,14.6762429
Kepler-215 c,1,4,14.667108
55 Cnc b,2,5,14.6516
EPIC 206024342 d,1,3,14.647531
Kepler-281 b,1,2,14.646008
Kepler-80 g,1,6,14.64558
GJ 625 b,1,1,14.628
Kepler-172 d,1,4,14.627119
Kepler-393 c,1,2,14.613612
Kepler-290 b,1,2,14.589347
Kepler-624 b,1,1,14.58649607
TOI-558 b,1,1,14.574071
K2-26 b,1,1,14.5665
Kepler-754 b,1,1,14.5596237
Kepler-473 b,1,1,14.55731705
Kepler-1501 b,1,1,14.5564533
Kepler-791 b,1,1,14.5539759
Kepler-1479 b,1,1,14.53261362
Kepler-955 b,1,1,14.53244172
Kepler-389 c,1,2,14.51143
Kepler-242 c,1,2,14.496481
Kepler-626 b,1,1,14.48585199
HD 179079 b,1,1,14.479
TOI-1278 b,1,1,14.47567
Kepler-1425 b,1,1,14.4541302
K2-272 b,1,1,14.4536756
Kepler-90 i,1,8,14.44912
LSPM J2116+0234 b,1,1,14.4399
Kepler-127 b,1,3,14.435889
Kepler-1473 b,1,1,14.4273551
Kepler-399 b,1,3,14.425281
Kepler-204 b,1,2,14.400974
Kepler-1664 b,1,1,14.3868
Kepler-401 b,1,3,14.383035
Kepler-1046 b,1,1,14.37508035
Kepler-804 b,1,2,14.37457351
Kepler-1112 b,1,1,14.36267939
HD 5278 b,1,2,14.339156
K2-172 b,1,2,14.316941
HD 38529 b,2,2,14.30944
Kepler-1001 b,1,2,14.30511983
HD 189567 b,1,2,14.288
Kepler-622 b,1,1,14.28226676
HD 221416 b,1,1,14.2767
Kepler-1426 b,1,1,14.2563227
GJ 251 b,1,1,14.238
GJ 3341 b,1,1,14.207
Kepler-933 b,1,1,14.20443009
HD 13808 b,1,2,14.1815
HD 108236 d,1,5,14.175685
Kepler-376 c,1,2,14.172327
Kepler-865 b,1,1,14.16399294
K2-177 b,1,1,14.155185
K2-274 b,1,1,14.1330314
Kepler-800 b,1,1,14.13176026
Kepler-276 b,1,3,14.12841
K2-165 d,1,3,14.101361
K2-37 d,1,3,14.09189
Kepler-1057 b,1,1,14.08827448
Kepler-1063 b,2,1,14.07971466
K2-217 b,1,1,14.074524
HD 51608 b,1,2,14.0726
Kepler-614 b,1,1,14.03491514
Kepler-1506 b,1,1,14.0329154
HD 39194 c,1,3,14.03
Kepler-1347 b,1,1,14.00947528
Kepler-476 b,1,1,14.00640607
Kepler-174 b,1,3,13.98179
K2-70 b,1,1,13.97896
Kepler-327 d,1,3,13.969457
Kepler-909 b,1,1,13.93290318
Kepler-310 b,1,3,13.930698
Kepler-1383 b,1,1,13.9093583
Kepler-543 b,1,1,13.89961966
HD 20781 c,2,5,13.8905
Kepler-36 b,1,2,13.86825
K2-110 b,1,1,13.86387
Gl 49 b,2,1,13.8508
K2-155 c,1,3,13.85
K2-231 b,1,1,13.841901
Kepler-124 c,1,3,13.821375
Kepler-180 b,1,2,13.817124
K2-252 b,1,1,13.81513
Kepler-138 c,1,3,13.7813
K2-330 b,1,1,13.774798
Kepler-169 e,1,5,13.767102
Kepler-892 b,1,1,13.7521072
Kepler-301 d,1,3,13.751243
Kepler-92 b,1,3,13.749
GJ 3998 c,1,2,13.74
Kepler-790 b,1,1,13.73469807
K2-90 b,1,2,13.733314
Kepler-338 b,1,4,13.726976
Kepler-654 b,1,1,13.72465129
Kepler-69 b,1,2,13.722341
Kepler-798 b,1,1,13.71933369
Kepler-1247 b,1,1,13.71220213
Kepler-160 c,1,3,13.699429
K2-220 b,1,1,13.683256
Kepler-1207 b,1,1,13.68237119
HD 238090 b,1,1,13.671
Kepler-1607 b,1,1,13.6473676
Kepler-594 b,1,1,13.64618192
Kepler-282 c,1,4,13.638723
Kepler-1242 b,1,1,13.62798432
K2-227 b,1,1,13.621832
Kepler-403 d,1,3,13.61159129
K2-187 e,1,4,13.609878
KOI-1599.02,1,2,13.6088
EPIC 212737443 b,1,2,13.603
Kepler-106 c,1,4,13.5708
Kepler-1305 b,1,1,13.5630972
Kepler-157 c,1,3,13.5405
Kepler-1158 b,1,1,13.5396293
Kepler-964 b,1,1,13.5225106
HD 1461 c,1,2,13.5052
Kepler-79 b,1,4,13.4845
HD 87646 b,3,1,13.481
Kepler-1021 b,1,1,13.47469571
Kepler-1584 b,1,1,13.3997099
Kepler-381 c,1,2,13.391635
Kepler-37 b,1,4,13.36731
GJ 4276 b,1,1,13.352
Kepler-186 d,1,5,13.342996
EPIC 220674823 c,1,2,13.339079
Kepler-834 b,1,1,13.32388301
Kepler-1224 b,1,1,13.32351601
Kepler-1364 b,1,1,13.32196237
Kepler-388 c,1,2,13.297004
Kepler-29 c,1,2,13.28613
Kepler-527 b,1,1,13.28535633
GJ 3293 e,1,4,13.2543
Kepler-545 b,1,1,13.24934059
Kepler-1079 b,1,1,13.24503188
CoRoT-10 b,1,1,13.2406
Kepler-238 d,1,5,13.233549
Kepler-1449 b,1,1,13.2274528
Kepler-967 b,1,2,13.22713379
Kepler-478 b,1,1,13.2217576
Kepler-781 b,1,1,13.2140732
Kepler-258 b,1,2,13.19722
Kepler-168 c,1,2,13.193242
Kepler-1413 b,1,1,13.1829642
HD 93385 c,1,3,13.18
Kepler-33 c,1,5,13.17562
K2-289 b,1,1,13.156969
Kepler-1121 b,1,1,13.15141081
Kepler-542 b,1,1,13.14497566
Kepler-206 c,1,3,13.137471
HD 45184 c,1,2,13.1354
K2-293 b,1,1,13.1225
Kepler-356 c,1,2,13.121632
Kepler-321 c,1,2,13.093921
Kepler-307 c,1,2,13.0729
Kepler-116 c,1,2,13.07163
Kepler-262 b,1,2,13.060855
Kepler-390 c,2,2,13.060022
Kepler-1267 b,1,1,13.0313945
GJ 1061 d,1,3,13.031
Kepler-11 c,1,6,13.0241
Kepler-597 b,1,1,13.02365861
Kepler-772 b,1,1,12.99207337
Kepler-883 b,1,1,12.98495573
Kepler-1283 b,1,1,12.9460978
GJ 411 b,1,2,12.946
Kepler-1212 b,1,1,12.94130146
Kepler-532 b,1,1,12.92491623
GJ 581 c,1,3,12.914
Kepler-620 b,1,1,12.91375431
Kepler-383 b,1,2,12.904532
Kepler-84 c,1,5,12.883
Kepler-434 b,1,1,12.8747099
Kepler-529 c,1,2,12.8345022
Kepler-100 c,1,3,12.8159
Kepler-347 b,1,2,12.79836
L 98-59 e,1,4,12.796
Kepler-120 c,1,2,12.794585
Kepler-325 c,1,3,12.762172
Kepler-176 c,1,4,12.759712
Kepler-334 c,1,3,12.758005
K2-138 f,1,6,12.75758
Kepler-25 c,2,3,12.7207
Kepler-241 b,1,2,12.718092
Kepler-284 b,1,2,12.699149
Kepler-110 b,1,2,12.691112
K2-65 b,1,1,12.6475
Kepler-295 b,1,3,12.645164
HD 159243 b,1,2,12.62
Kepler-682 b,1,1,12.61190667
Kepler-147 b,1,2,12.610584
Kepler-449 b,1,2,12.58242
Kepler-1276 b,1,1,12.5720095
Kepler-150 d,1,5,12.56093
Kepler-333 b,2,2,12.551158
K2-348 c,1,2,12.550171
Kepler-739 b,1,1,12.53248465
Kepler-366 c,1,2,12.51616
Kepler-85 c,1,4,12.513
Kepler-377 b,1,2,12.509529
Kepler-479 b,1,1,12.49341307
K2-207 b,1,1,12.48749
Kepler-122 c,1,5,12.465988
TOI-431 d,1,3,12.46103
HD 164922 d,1,4,12.458
K2-329 b,1,1,12.4551225
Kepler-62 c,1,5,12.4417
Kepler-1008 b,2,1,12.43931193
K2-159 b,1,1,12.42205
Kepler-1256 b,1,1,12.4127754
Kepler-254 c,1,3,12.412183
K2-249 b,1,1,12.409
V1298 Tau d,1,4,12.4032
K2-170 c,1,2,12.400047
Kepler-679 b,1,1,12.39358604
Kepler-595 c,1,2,12.38602
Kepler-551 b,1,1,12.3764661
TRAPPIST-1 g,1,7,12.352446
Kepler-24 c,1,4,12.3335
Kepler-417 b,1,2,12.331
Kepler-386 b,1,2,12.31043
Kepler-279 b,1,3,12.309681
Kepler-1388 b,1,4,12.2854603
K2-335 b,1,1,12.283211
Kepler-26 b,1,4,12.28
TOI-763 c,1,2,12.2737
Kepler-1448 b,1,1,12.27065865
Kepler-1482 b,1,1,12.25383217
LTT 3780 c,2,2,12.2519
Kepler-349 c,1,2,12.247629
Kepler-416 c,1,2,12.209
K2-53 b,1,1,12.20772
Kepler-1642 b,1,2,12.2057513
Kepler-382 c,1,2,12.162701
Kepler-394 c,1,2,12.130686
Kepler-375 b,1,2,12.125934
Kepler-1034 b,1,1,12.12400943
K2-254 c,1,2,12.11839
Kepler-758 b,1,4,12.1097104
Kepler-1693 b,1,1,12.0999
Kepler-54 c,1,3,12.0717249
Kepler-744 b,1,1,12.06222443
Kepler-962 b,1,1,12.05707239
Kepler-81 c,1,3,12.04
HD 158259 f,1,5,12.028
Kepler-1221 b,1,1,12.00096042
Kepler-292 e,1,5,11.97901
Kepler-1665 b,1,1,11.9548
Kepler-1378 b,1,1,11.95398936
GJ 3082 b,1,1,11.949
Kepler-1234 b,1,1,11.94014029
Kepler-363 d,1,3,11.932125
Kepler-431 d,1,3,11.922
TOI-2202 b,1,2,11.9101
K2-19 c,1,3,11.90715
Kepler-175 b,1,2,11.903515
Kepler-60 d,1,3,11.8981
Kepler-1156 b,1,1,11.89520511
K2-245 b,1,1,11.89307
Kepler-1332 b,1,1,11.87456832
Kepler-1655 b,1,1,11.8728787
Kepler-59 b,1,2,11.8681707
HD 20003 b,1,2,11.8482
Kepler-387 c,1,2,11.837549
Kepler-404 b,1,2,11.829851
Kepler-318 c,1,2,11.815007
HD 89345 b,1,1,11.8143
EPIC 212624936 c,1,2,11.811437
K2-15 b,1,1,11.8104
Kepler-946 b,1,1,11.79162572
Kepler-114 d,1,3,11.776
Kepler-239 b,1,2,11.763051
CoRoT-24 c,1,2,11.759
Kepler-556 b,1,1,11.72292176
Kepler-492 b,1,1,11.72012266
HD 190007 b,1,1,11.72
K2-273 b,1,1,11.7195663
Kepler-183 c,1,2,11.637071
Kepler-274 b,1,2,11.634788
K2-261 b,1,1,11.63344
Kepler-1406 b,1,1,11.62905828
HD 152843 b,1,2,11.6264
Kepler-57 c,1,2,11.6092567
Kepler-676 b,1,1,11.59822172
Kepler-136 b,2,2,11.5789
HD 136352 b,1,3,11.57797
K2-342 b,1,1,11.561052
Kepler-1133 b,1,1,11.55562343
Kepler-1477 b,1,1,11.55530021
Kepler-980 b,1,1,11.55102504
WASP-130 b,1,1,11.55098
K2-243 b,1,2,11.54182
HD 1397 b,1,1,11.53533
Kepler-95 b,1,1,11.5231
Kepler-735 b,1,1,11.51516988
Kepler-1287 b,1,1,11.47685909
Kepler-270 b,1,2,11.476094
Kepler-171 c,1,3,11.463462
Kepler-135 c,1,2,11.448708
GJ 15 A b,2,2,11.4407
Kepler-104 b,2,3,11.427548
Kepler-398 c,1,3,11.419412
Kepler-801 b,1,1,11.41928253
Kepler-835 b,1,1,11.41909375
Teegarden's Star c,1,2,11.409
Kepler-768 b,1,1,11.3910025
K2-114 b,1,1,11.3909344
Kepler-193 b,1,2,11.38848
TOI-270 d,1,3,11.379573
Kepler-232 c,1,2,11.379349
Kepler-836 b,1,1,11.36112327
Kepler-1009 b,1,1,11.35011917
Kepler-224 d,1,4,11.349393
K2-149 b,1,1,11.332
Kepler-203 d,1,3,11.32972
Kepler-1246 b,1,1,11.32271513
Kepler-792 b,1,1,11.30119217
Kepler-830 b,1,1,11.29695137
K2-59 c,1,2,11.2954
Kepler-1286 b,1,1,11.25402929
K2-358 b,1,1,11.2510285
Kepler-402 e,1,4,11.242861
TOI-677 b,1,1,11.2366
HR 858 d,2,3,11.23
Kepler-1401 b,1,1,11.20066445
Kepler-350 b,1,3,11.189562
Kepler-246 c,1,2,11.187161
Proxima Cen b,3,1,11.186
Kepler-1602 b,1,1,11.17931605
Kepler-1182 b,1,1,11.17394617
Kepler-1311 b,1,2,11.1726994
K2-232 b,1,1,11.168454
K2-219 d,1,3,11.137278
Kepler-208 d,1,4,11.131786
Kepler-794 b,1,1,11.13125132
Kepler-1321 b,1,2,11.12830484
Kepler-477 b,2,1,11.11990653
Kepler-228 d,1,3,11.094286
Kepler-774 b,1,1,11.0895723
Kepler-1208 b,1,1,11.08507637
Kepler-919 b,1,1,11.04603384
Kepler-355 b,1,2,11.03189
K2-133 d,1,4,11.02454
Kepler-568 b,1,1,11.02347475
Kepler-1211 b,1,1,11.01816836
Kepler-283 b,1,2,11.008151
K2-79 b,1,1,10.99573
Kepler-1022 b,1,1,10.99469878
Kepler-164 c,1,3,10.945723
Kepler-587 b,1,1,10.94027841
Kepler-272 d,1,3,10.937304
K2-5 c,1,2,10.93241
Kepler-1437 b,1,1,10.9295461
KOI-142 b,1,3,10.91647
Kepler-49 c,1,4,10.9129343
HD 108147 b,1,1,10.8985
TOI-1266 b,1,2,10.894843
HD 215152 d,1,4,10.86499
Kepler-296 b,2,5,10.864384
HAT-P-15 b,1,1,10.8635
Kepler-20 c,2,6,10.85409089
Kepler-252 c,1,2,10.848463
Kepler-1622 b,1,1,10.8118737
K2-183 c,1,3,10.792635
TAP 26 b,1,1,10.79
TOI-561 c,1,5,10.779
Kepler-23 c,1,3,10.7421
Kepler-1161 b,1,1,10.71252541
HD 130322 b,1,1,10.70871
TOI-220 b,1,1,10.695264
Kepler-184 b,1,3,10.687576
Kepler-256 e,1,4,10.681572
Kepler-1428 b,1,1,10.67607169
Kepler-365 b,1,2,10.664903
Kepler-1374 b,1,1,10.65276707
Kepler-187 c,1,2,10.640263
Kepler-1147 b,1,1,10.62784997
TOI-892 b,1,1,10.62656
K2-185 b,1,2,10.616384
Kepler-405 b,1,2,10.613839
Kepler-1445 b,1,1,10.60052251
K2-150 b,1,1,10.59357
Kepler-454 b,2,2,10.57
Kepler-936 b,1,1,10.56134221
K2-38 c,1,2,10.56103
Kepler-339 d,1,3,10.558345
Kepler-702 b,1,1,10.52629406
Kepler-1514 c,1,2,10.514181
Kepler-816 b,1,1,10.50682565
Kepler-56 b,1,3,10.5016
Kepler-126 b,1,3,10.495711
Kepler-298 b,1,3,10.475464
Kepler-1190 b,1,1,10.45843441
K2-285 d,1,4,10.45582
Kepler-300 b,1,2,10.446347
Kepler-271 b,1,3,10.43547805
KOI-94 c,2,4,10.423648
Kepler-392 c,1,2,10.423118
Kepler-307 b,1,2,10.4208
Kepler-1231 b,1,1,10.41725184
Kepler-189 b,1,2,10.399931
Kepler-261 b,1,2,10.381227
Kepler-716 b,1,2,10.37168453
K2-345 b,1,1,10.367437
Kepler-1476 b,1,1,10.35863224
Kepler-615 b,1,1,10.35584657
TOI-2076 b,1,3,10.35566
Kepler-701 b,1,1,10.35533177
K2-8 b,1,2,10.35239
Kepler-903 b,1,2,10.3507721
Kepler-197 c,2,4,10.349695
